Consumption,hour,dayofweek,month,year,lag1,lag2,lag3,prediction
763,0,6,4,2018,,,,
741,1,6,4,2018,,,,
714,2,6,4,2018,,,,
680,3,6,4,2018,,,,
684,4,6,4,2018,,,,
667,5,6,4,2018,,,,
682,6,6,4,2018,,,,
714,7,6,4,2018,,,,
717,8,6,4,2018,,,,
751,9,6,4,2018,,,,
789,10,6,4,2018,,,,
805,11,6,4,2018,,,,
828,12,6,4,2018,,,,
832,13,6,4,2018,,,,
807,14,6,4,2018,,,,
811,15,6,4,2018,,,,
781,16,6,4,2018,,,,
819,17,6,4,2018,,,,
823,18,6,4,2018,,,,
813,19,6,4,2018,,,,
858,20,6,4,2018,,,,
891,21,6,4,2018,,,,
888,22,6,4,2018,,,,
838,23,6,4,2018,,,,
762,0,0,4,2018,,,,
720,1,0,4,2018,,,,
687,2,0,4,2018,,,,
660,3,0,4,2018,,,,
659,4,0,4,2018,,,,
648,5,0,4,2018,,,,
686,6,0,4,2018,,,,
681,7,0,4,2018,,,,
790,8,0,4,2018,,,,
821,9,0,4,2018,,,,
846,10,0,4,2018,,,,
830,11,0,4,2018,,,,
873,12,0,4,2018,,,,
842,13,0,4,2018,,,,
824,14,0,4,2018,,,,
821,15,0,4,2018,,,,
839,16,0,4,2018,,,,
847,17,0,4,2018,,,,
839,18,0,4,2018,,,,
853,19,0,4,2018,,,,
876,20,0,4,2018,,,,
893,21,0,4,2018,,,,
866,22,0,4,2018,,,,
830,23,0,4,2018,,,,
784,0,1,4,2018,,,,
734,1,1,4,2018,,,,
687,2,1,4,2018,,,,
681,3,1,4,2018,,,,
676,4,1,4,2018,,,,
661,5,1,4,2018,,,,
665,6,1,4,2018,,,,
704,7,1,4,2018,,,,
751,8,1,4,2018,,,,
811,9,1,4,2018,,,,
832,10,1,4,2018,,,,
839,11,1,4,2018,,,,
839,12,1,4,2018,,,,
827,13,1,4,2018,,,,
829,14,1,4,2018,,,,
792,15,1,4,2018,,,,
806,16,1,4,2018,,,,
803,17,1,4,2018,,,,
815,18,1,4,2018,,,,
812,19,1,4,2018,,,,
875,20,1,4,2018,,,,
868,21,1,4,2018,,,,
834,22,1,4,2018,,,,
814,23,1,4,2018,,,,
742,0,2,4,2018,,,,
712,1,2,4,2018,,,,
671,2,2,4,2018,,,,
663,3,2,4,2018,,,,
671,4,2,4,2018,,,,
651,5,2,4,2018,,,,
653,6,2,4,2018,,,,
704,7,2,4,2018,,,,
739,8,2,4,2018,,,,
770,9,2,4,2018,,,,
808,10,2,4,2018,,,,
830,11,2,4,2018,,,,
823,12,2,4,2018,,,,
818,13,2,4,2018,,,,
787,14,2,4,2018,,,,
792,15,2,4,2018,,,,
784,16,2,4,2018,,,,
800,17,2,4,2018,,,,
816,18,2,4,2018,,,,
799,19,2,4,2018,,,,
839,20,2,4,2018,,,,
868,21,2,4,2018,,,,
861,22,2,4,2018,,,,
791,23,2,4,2018,,,,
721,0,3,4,2018,,,,
688,1,3,4,2018,,,,
628,2,3,4,2018,,,,
655,3,3,4,2018,,,,
629,4,3,4,2018,,,,
647,5,3,4,2018,,,,
650,6,3,4,2018,,,,
664,7,3,4,2018,,,,
736,8,3,4,2018,,,,
772,9,3,4,2018,,,,
802,10,3,4,2018,,,,
810,11,3,4,2018,,,,
821,12,3,4,2018,,,,
779,13,3,4,2018,,,,
766,14,3,4,2018,,,,
770,15,3,4,2018,,,,
769,16,3,4,2018,,,,
782,17,3,4,2018,,,,
767,18,3,4,2018,,,,
775,19,3,4,2018,,,,
844,20,3,4,2018,,,,
898,21,3,4,2018,,,,
856,22,3,4,2018,,,,
787,23,3,4,2018,,,,
706,0,4,4,2018,,,,
694,1,4,4,2018,,,,
634,2,4,4,2018,,,,
638,3,4,4,2018,,,,
620,4,4,4,2018,,,,
615,5,4,4,2018,,,,
631,6,4,4,2018,,,,
674,7,4,4,2018,,,,
727,8,4,4,2018,,,,
757,9,4,4,2018,,,,
823,10,4,4,2018,,,,
818,11,4,4,2018,,,,
792,12,4,4,2018,,,,
809,13,4,4,2018,,,,
782,14,4,4,2018,,,,
743,15,4,4,2018,,,,
772,16,4,4,2018,,,,
774,17,4,4,2018,,,,
757,18,4,4,2018,,,,
784,19,4,4,2018,,,,
852,20,4,4,2018,,,,
837,21,4,4,2018,,,,
811,22,4,4,2018,,,,
771,23,4,4,2018,,,,
727,0,5,4,2018,,,,
695,1,5,4,2018,,,,
656,2,5,4,2018,,,,
628,3,5,4,2018,,,,
613,4,5,4,2018,,,,
623,5,5,4,2018,,,,
609,6,5,4,2018,,,,
646,7,5,4,2018,,,,
697,8,5,4,2018,,,,
729,9,5,4,2018,,,,
789,10,5,4,2018,,,,
786,11,5,4,2018,,,,
828,12,5,4,2018,,,,
792,13,5,4,2018,,,,
801,14,5,4,2018,,,,
790,15,5,4,2018,,,,
773,16,5,4,2018,,,,
783,17,5,4,2018,,,,
825,18,5,4,2018,,,,
831,19,5,4,2018,,,,
831,20,5,4,2018,,,,
836,21,5,4,2018,,,,
816,22,5,4,2018,,,,
802,23,5,4,2018,,,,
715,0,6,4,2018,,,,
723,1,6,4,2018,,,,
660,2,6,4,2018,,,,
665,3,6,4,2018,,,,
622,4,6,4,2018,,,,
609,5,6,4,2018,,,,
643,6,6,4,2018,,,,
642,7,6,4,2018,,,,
658,8,6,4,2018,,,,
705,9,6,4,2018,,,,
740,10,6,4,2018,,,,
766,11,6,4,2018,,,,
773,12,6,4,2018,,,,
763,13,6,4,2018,,,,
752,14,6,4,2018,,,,
715,15,6,4,2018,,,,
732,16,6,4,2018,,,,
728,17,6,4,2018,,,,
802,18,6,4,2018,,,,
755,19,6,4,2018,,,,
765,20,6,4,2018,,,,
863,21,6,4,2018,,,,
844,22,6,4,2018,,,,
787,23,6,4,2018,,,,
699,0,0,4,2018,,,,
651,1,0,4,2018,,,,
617,2,0,4,2018,,,,
602,3,0,4,2018,,,,
606,4,0,4,2018,,,,
624,5,0,4,2018,,,,
620,6,0,4,2018,,,,
634,7,0,4,2018,,,,
707,8,0,4,2018,,,,
783,9,0,4,2018,,,,
811,10,0,4,2018,,,,
810,11,0,4,2018,,,,
783,12,0,4,2018,,,,
776,13,0,4,2018,,,,
746,14,0,4,2018,,,,
763,15,0,4,2018,,,,
764,16,0,4,2018,,,,
785,17,0,4,2018,,,,
791,18,0,4,2018,,,,
835,19,0,4,2018,,,,
861,20,0,4,2018,,,,
856,21,0,4,2018,,,,
855,22,0,4,2018,,,,
787,23,0,4,2018,,,,
718,0,1,4,2018,,,,
665,1,1,4,2018,,,,
629,2,1,4,2018,,,,
624,3,1,4,2018,,,,
628,4,1,4,2018,,,,
624,5,1,4,2018,,,,
643,6,1,4,2018,,,,
675,7,1,4,2018,,,,
713,8,1,4,2018,,,,
764,9,1,4,2018,,,,
787,10,1,4,2018,,,,
776,11,1,4,2018,,,,
777,12,1,4,2018,,,,
798,13,1,4,2018,,,,
770,14,1,4,2018,,,,
767,15,1,4,2018,,,,
777,16,1,4,2018,,,,
796,17,1,4,2018,,,,
818,18,1,4,2018,,,,
832,19,1,4,2018,,,,
833,20,1,4,2018,,,,
850,21,1,4,2018,,,,
832,22,1,4,2018,,,,
748,23,1,4,2018,,,,
701,0,2,4,2018,,,,
681,1,2,4,2018,,,,
656,2,2,4,2018,,,,
634,3,2,4,2018,,,,
618,4,2,4,2018,,,,
624,5,2,4,2018,,,,
633,6,2,4,2018,,,,
665,7,2,4,2018,,,,
709,8,2,4,2018,,,,
774,9,2,4,2018,,,,
796,10,2,4,2018,,,,
816,11,2,4,2018,,,,
779,12,2,4,2018,,,,
778,13,2,4,2018,,,,
760,14,2,4,2018,,,,
761,15,2,4,2018,,,,
745,16,2,4,2018,,,,
724,17,2,4,2018,,,,
759,18,2,4,2018,,,,
757,19,2,4,2018,,,,
767,20,2,4,2018,,,,
822,21,2,4,2018,,,,
806,22,2,4,2018,,,,
754,23,2,4,2018,,,,
691,0,3,4,2018,,,,
681,1,3,4,2018,,,,
638,2,3,4,2018,,,,
609,3,3,4,2018,,,,
602,4,3,4,2018,,,,
611,5,3,4,2018,,,,
613,6,3,4,2018,,,,
664,7,3,4,2018,,,,
682,8,3,4,2018,,,,
744,9,3,4,2018,,,,
769,10,3,4,2018,,,,
781,11,3,4,2018,,,,
765,12,3,4,2018,,,,
749,13,3,4,2018,,,,
739,14,3,4,2018,,,,
763,15,3,4,2018,,,,
747,16,3,4,2018,,,,
741,17,3,4,2018,,,,
747,18,3,4,2018,,,,
739,19,3,4,2018,,,,
758,20,3,4,2018,,,,
837,21,3,4,2018,,,,
785,22,3,4,2018,,,,
753,23,3,4,2018,,,,
665,0,4,4,2018,,,,
633,1,4,4,2018,,,,
636,2,4,4,2018,,,,
589,3,4,4,2018,,,,
609,4,4,4,2018,,,,
613,5,4,4,2018,,,,
588,6,4,4,2018,,,,
614,7,4,4,2018,,,,
674,8,4,4,2018,,,,
726,9,4,4,2018,,,,
775,10,4,4,2018,,,,
759,11,4,4,2018,,,,
763,12,4,4,2018,,,,
741,13,4,4,2018,,,,
723,14,4,4,2018,,,,
732,15,4,4,2018,,,,
734,16,4,4,2018,,,,
739,17,4,4,2018,,,,
764,18,4,4,2018,,,,
785,19,4,4,2018,,,,
780,20,4,4,2018,,,,
809,21,4,4,2018,,,,
787,22,4,4,2018,,,,
747,23,4,4,2018,,,,
677,0,5,4,2018,,,,
653,1,5,4,2018,,,,
630,2,5,4,2018,,,,
596,3,5,4,2018,,,,
574,4,5,4,2018,,,,
572,5,5,4,2018,,,,
566,6,5,4,2018,,,,
597,7,5,4,2018,,,,
642,8,5,4,2018,,,,
696,9,5,4,2018,,,,
726,10,5,4,2018,,,,
741,11,5,4,2018,,,,
737,12,5,4,2018,,,,
723,13,5,4,2018,,,,
739,14,5,4,2018,,,,
714,15,5,4,2018,,,,
695,16,5,4,2018,,,,
737,17,5,4,2018,,,,
750,18,5,4,2018,,,,
732,19,5,4,2018,,,,
750,20,5,4,2018,,,,
789,21,5,4,2018,,,,
774,22,5,4,2018,,,,
739,23,5,4,2018,,,,
685,0,6,4,2018,,,,
636,1,6,4,2018,,,,
596,2,6,4,2018,,,,
585,3,6,4,2018,,,,
578,4,6,4,2018,,,,
559,5,6,4,2018,,,,
555,6,6,4,2018,,,,
577,7,6,4,2018,,,,
581,8,6,4,2018,,,,
655,9,6,4,2018,,,,
665,10,6,4,2018,,,,
701,11,6,4,2018,,,,
693,12,6,4,2018,,,,
701,13,6,4,2018,,,,
687,14,6,4,2018,,,,
674,15,6,4,2018,,,,
699,16,6,4,2018,,,,
696,17,6,4,2018,,,,
676,18,6,4,2018,,,,
713,19,6,4,2018,,,,
752,20,6,4,2018,,,,
789,21,6,4,2018,,,,
755,22,6,4,2018,,,,
757,23,6,4,2018,,,,
673,0,0,4,2018,,,,
632,1,0,4,2018,,,,
590,2,0,4,2018,,,,
583,3,0,4,2018,,,,
578,4,0,4,2018,,,,
587,5,0,4,2018,,,,
590,6,0,4,2018,,,,
614,7,0,4,2018,,,,
696,8,0,4,2018,,,,
715,9,0,4,2018,,,,
753,10,0,4,2018,,,,
747,11,0,4,2018,,,,
755,12,0,4,2018,,,,
758,13,0,4,2018,,,,
745,14,0,4,2018,,,,
741,15,0,4,2018,,,,
721,16,0,4,2018,,,,
746,17,0,4,2018,,,,
722,18,0,4,2018,,,,
752,19,0,4,2018,,,,
788,20,0,4,2018,,,,
790,21,0,4,2018,,,,
752,22,0,4,2018,,,,
719,23,0,4,2018,,,,
642,0,1,4,2018,,,,
608,1,1,4,2018,,,,
589,2,1,4,2018,,,,
580,3,1,4,2018,,,,
555,4,1,4,2018,,,,
558,5,1,4,2018,,,,
568,6,1,4,2018,,,,
605,7,1,4,2018,,,,
631,8,1,4,2018,,,,
704,9,1,4,2018,,,,
741,10,1,4,2018,,,,
736,11,1,4,2018,,,,
732,12,1,4,2018,,,,
717,13,1,4,2018,,,,
700,14,1,4,2018,,,,
701,15,1,4,2018,,,,
711,16,1,4,2018,,,,
701,17,1,4,2018,,,,
720,18,1,4,2018,,,,
748,19,1,4,2018,,,,
769,20,1,4,2018,,,,
808,21,1,4,2018,,,,
769,22,1,4,2018,,,,
713,23,1,4,2018,,,,
671,0,2,4,2018,,,,
637,1,2,4,2018,,,,
598,2,2,4,2018,,,,
577,3,2,4,2018,,,,
580,4,2,4,2018,,,,
592,5,2,4,2018,,,,
603,6,2,4,2018,,,,
636,7,2,4,2018,,,,
642,8,2,4,2018,,,,
686,9,2,4,2018,,,,
740,10,2,4,2018,,,,
754,11,2,4,2018,,,,
722,12,2,4,2018,,,,
742,13,2,4,2018,,,,
739,14,2,4,2018,,,,
715,15,2,4,2018,,,,
728,16,2,4,2018,,,,
736,17,2,4,2018,,,,
775,18,2,4,2018,,,,
786,19,2,4,2018,,,,
801,20,2,4,2018,,,,
812,21,2,4,2018,,,,
814,22,2,4,2018,,,,
745,23,2,4,2018,,,,
704,0,3,4,2018,,,,
505,1,3,4,2018,,,,
507,2,3,4,2018,,,,
501,3,3,4,2018,,,,
493,4,3,4,2018,,,,
554,5,3,4,2018,,,,
569,6,3,4,2018,,,,
618,7,3,4,2018,,,,
663,8,3,4,2018,,,,
752,9,3,4,2018,,,,
756,10,3,4,2018,,,,
758,11,3,4,2018,,,,
751,12,3,4,2018,,,,
724,13,3,4,2018,,,,
701,14,3,4,2018,,,,
758,15,3,4,2018,,,,
742,16,3,4,2018,,,,
746,17,3,4,2018,,,,
737,18,3,4,2018,,,,
769,19,3,4,2018,,,,
760,20,3,4,2018,,,,
813,21,3,4,2018,,,,
787,22,3,4,2018,,,,
750,23,3,4,2018,,,,
693,0,4,4,2018,,,,
646,1,4,4,2018,,,,
604,2,4,4,2018,,,,
580,3,4,4,2018,,,,
612,4,4,4,2018,,,,
557,5,4,4,2018,,,,
576,6,4,4,2018,,,,
593,7,4,4,2018,,,,
675,8,4,4,2018,,,,
740,9,4,4,2018,,,,
781,10,4,4,2018,,,,
769,11,4,4,2018,,,,
768,12,4,4,2018,,,,
729,13,4,4,2018,,,,
744,14,4,4,2018,,,,
725,15,4,4,2018,,,,
746,16,4,4,2018,,,,
736,17,4,4,2018,,,,
742,18,4,4,2018,,,,
743,19,4,4,2018,,,,
735,20,4,4,2018,,,,
769,21,4,4,2018,,,,
771,22,4,4,2018,,,,
692,23,4,4,2018,,,,
682,0,5,4,2018,,,,
645,1,5,4,2018,,,,
580,2,5,4,2018,,,,
597,3,5,4,2018,,,,
556,4,5,4,2018,,,,
562,5,5,4,2018,,,,
563,6,5,4,2018,,,,
551,7,5,4,2018,,,,
617,8,5,4,2018,,,,
686,9,5,4,2018,,,,
714,10,5,4,2018,,,,
724,11,5,4,2018,,,,
723,12,5,4,2018,,,,
744,13,5,4,2018,,,,
708,14,5,4,2018,,,,
721,15,5,4,2018,,,,
702,16,5,4,2018,,,,
688,17,5,4,2018,,,,
700,18,5,4,2018,,,,
721,19,5,4,2018,,,,
731,20,5,4,2018,,,,
752,21,5,4,2018,,,,
743,22,5,4,2018,,,,
718,23,5,4,2018,,,,
649,0,6,4,2018,,,,
636,1,6,4,2018,,,,
604,2,6,4,2018,,,,
581,3,6,4,2018,,,,
549,4,6,4,2018,,,,
546,5,6,4,2018,,,,
550,6,6,4,2018,,,,
551,7,6,4,2018,,,,
602,8,6,4,2018,,,,
639,9,6,4,2018,,,,
673,10,6,4,2018,,,,
674,11,6,4,2018,,,,
696,12,6,4,2018,,,,
698,13,6,4,2018,,,,
714,14,6,4,2018,,,,
665,15,6,4,2018,,,,
657,16,6,4,2018,,,,
666,17,6,4,2018,,,,
709,18,6,4,2018,,,,
756,19,6,4,2018,,,,
739,20,6,4,2018,,,,
757,21,6,4,2018,,,,
764,22,6,4,2018,,,,
714,23,6,4,2018,,,,
654,0,0,4,2018,,,,
564,1,0,4,2018,,,,
575,2,0,4,2018,,,,
573,3,0,4,2018,,,,
552,4,0,4,2018,,,,
558,5,0,4,2018,,,,
551,6,0,4,2018,,,,
580,7,0,4,2018,,,,
665,8,0,4,2018,,,,
690,9,0,4,2018,,,,
727,10,0,4,2018,,,,
749,11,0,4,2018,,,,
719,12,0,4,2018,,,,
699,13,0,4,2018,,,,
699,14,0,4,2018,,,,
675,15,0,4,2018,,,,
671,16,0,4,2018,,,,
671,17,0,4,2018,,,,
663,18,0,4,2018,,,,
678,19,0,4,2018,,,,
668,20,0,4,2018,,,,
719,21,0,4,2018,,,,
732,22,0,4,2018,,,,
671,23,0,4,2018,,,,
639,0,1,4,2018,,,,
585,1,1,4,2018,,,,
549,2,1,4,2018,,,,
534,3,1,4,2018,,,,
533,4,1,4,2018,,,,
510,5,1,4,2018,,,,
548,6,1,4,2018,,,,
563,7,1,4,2018,,,,
622,8,1,4,2018,,,,
696,9,1,4,2018,,,,
734,10,1,4,2018,,,,
723,11,1,4,2018,,,,
717,12,1,4,2018,,,,
734,13,1,4,2018,,,,
692,14,1,4,2018,,,,
691,15,1,4,2018,,,,
701,16,1,4,2018,,,,
787,17,1,4,2018,,,,
742,18,1,4,2018,,,,
757,19,1,4,2018,,,,
718,20,1,4,2018,,,,
773,21,1,4,2018,,,,
768,22,1,4,2018,,,,
683,23,1,4,2018,,,,
621,0,2,4,2018,,,,
592,1,2,4,2018,,,,
542,2,2,4,2018,,,,
545,3,2,4,2018,,,,
515,4,2,4,2018,,,,
511,5,2,4,2018,,,,
535,6,2,4,2018,,,,
577,7,2,4,2018,,,,
630,8,2,4,2018,,,,
693,9,2,4,2018,,,,
714,10,2,4,2018,,,,
722,11,2,4,2018,,,,
723,12,2,4,2018,,,,
729,13,2,4,2018,,,,
701,14,2,4,2018,,,,
690,15,2,4,2018,,,,
695,16,2,4,2018,,,,
721,17,2,4,2018,,,,
704,18,2,4,2018,,,,
728,19,2,4,2018,,,,
707,20,2,4,2018,,,,
775,21,2,4,2018,,,,
744,22,2,4,2018,,,,
703,23,2,4,2018,,,,
660,0,3,4,2018,,,,
596,1,3,4,2018,,,,
564,2,3,4,2018,,,,
544,3,3,4,2018,,,,
556,4,3,4,2018,,,,
544,5,3,4,2018,,,,
546,6,3,4,2018,,,,
602,7,3,4,2018,,,,
637,8,3,4,2018,,,,
667,9,3,4,2018,,,,
708,10,3,4,2018,,,,
705,11,3,4,2018,,,,
722,12,3,4,2018,,,,
725,13,3,4,2018,,,,
681,14,3,4,2018,,,,
732,15,3,4,2018,,,,
692,16,3,4,2018,,,,
681,17,3,4,2018,,,,
668,18,3,4,2018,,,,
726,19,3,4,2018,,,,
749,20,3,4,2018,,,,
790,21,3,4,2018,,,,
739,22,3,4,2018,,,,
698,23,3,4,2018,,,,
634,0,4,4,2018,,,,
608,1,4,4,2018,,,,
566,2,4,4,2018,,,,
562,3,4,4,2018,,,,
553,4,4,4,2018,,,,
570,5,4,4,2018,,,,
557,6,4,4,2018,,,,
599,7,4,4,2018,,,,
662,8,4,4,2018,,,,
710,9,4,4,2018,,,,
725,10,4,4,2018,,,,
748,11,4,4,2018,,,,
754,12,4,4,2018,,,,
751,13,4,4,2018,,,,
739,14,4,4,2018,,,,
747,15,4,4,2018,,,,
740,16,4,4,2018,,,,
750,17,4,4,2018,,,,
762,18,4,4,2018,,,,
806,19,4,4,2018,,,,
777,20,4,4,2018,,,,
780,21,4,4,2018,,,,
792,22,4,4,2018,,,,
730,23,4,4,2018,,,,
684,0,5,4,2018,,,,
618,1,5,4,2018,,,,
590,2,5,4,2018,,,,
568,3,5,4,2018,,,,
541,4,5,4,2018,,,,
567,5,5,4,2018,,,,
552,6,5,4,2018,,,,
588,7,5,4,2018,,,,
650,8,5,4,2018,,,,
695,9,5,4,2018,,,,
732,10,5,4,2018,,,,
742,11,5,4,2018,,,,
747,12,5,4,2018,,,,
722,13,5,4,2018,,,,
714,14,5,4,2018,,,,
731,15,5,4,2018,,,,
709,16,5,4,2018,,,,
736,17,5,4,2018,,,,
693,18,5,4,2018,,,,
671,19,5,4,2018,,,,
655,20,5,4,2018,,,,
729,21,5,4,2018,,,,
722,22,5,4,2018,,,,
697,23,5,4,2018,,,,
615,0,6,4,2018,,,,
578,1,6,4,2018,,,,
553,2,6,4,2018,,,,
559,3,6,4,2018,,,,
532,4,6,4,2018,,,,
528,5,6,4,2018,,,,
512,6,6,4,2018,,,,
508,7,6,4,2018,,,,
538,8,6,4,2018,,,,
596,9,6,4,2018,,,,
643,10,6,4,2018,,,,
661,11,6,4,2018,,,,
670,12,6,4,2018,,,,
646,13,6,4,2018,,,,
649,14,6,4,2018,,,,
666,15,6,4,2018,,,,
628,16,6,4,2018,,,,
623,17,6,4,2018,,,,
632,18,6,4,2018,,,,
638,19,6,4,2018,,,,
637,20,6,4,2018,,,,
700,21,6,4,2018,,,,
718,22,6,4,2018,,,,
670,23,6,4,2018,,,,
633,0,0,4,2018,,,,
564,1,0,4,2018,,,,
549,2,0,4,2018,,,,
520,3,0,4,2018,,,,
514,4,0,4,2018,,,,
487,5,0,4,2018,,,,
493,6,0,4,2018,,,,
519,7,0,4,2018,,,,
538,8,0,4,2018,,,,
601,9,0,4,2018,,,,
664,10,0,4,2018,,,,
678,11,0,4,2018,,,,
691,12,0,4,2018,,,,
679,13,0,4,2018,,,,
664,14,0,4,2018,,,,
660,15,0,4,2018,,,,
656,16,0,4,2018,,,,
644,17,0,4,2018,,,,
626,18,0,4,2018,,,,
643,19,0,4,2018,,,,
658,20,0,4,2018,,,,
698,21,0,4,2018,,,,
701,22,0,4,2018,,,,
641,23,0,4,2018,,,,
618,0,1,5,2018,763.0,,,
579,1,1,5,2018,741.0,,,
553,2,1,5,2018,714.0,,,
519,3,1,5,2018,680.0,,,
528,4,1,5,2018,684.0,,,
514,5,1,5,2018,667.0,,,
472,6,1,5,2018,682.0,,,
487,7,1,5,2018,714.0,,,
551,8,1,5,2018,717.0,,,
573,9,1,5,2018,751.0,,,
619,10,1,5,2018,789.0,,,
659,11,1,5,2018,805.0,,,
674,12,1,5,2018,828.0,,,
620,13,1,5,2018,832.0,,,
663,14,1,5,2018,807.0,,,
654,15,1,5,2018,811.0,,,
645,16,1,5,2018,781.0,,,
667,17,1,5,2018,819.0,,,
646,18,1,5,2018,823.0,,,
656,19,1,5,2018,813.0,,,
673,20,1,5,2018,858.0,,,
716,21,1,5,2018,891.0,,,
704,22,1,5,2018,888.0,,,
686,23,1,5,2018,838.0,,,
620,0,2,5,2018,762.0,,,
572,1,2,5,2018,720.0,,,
570,2,2,5,2018,687.0,,,
555,3,2,5,2018,660.0,,,
554,4,2,5,2018,659.0,,,
528,5,2,5,2018,648.0,,,
528,6,2,5,2018,686.0,,,
597,7,2,5,2018,681.0,,,
621,8,2,5,2018,790.0,,,
675,9,2,5,2018,821.0,,,
713,10,2,5,2018,846.0,,,
730,11,2,5,2018,830.0,,,
721,12,2,5,2018,873.0,,,
752,13,2,5,2018,842.0,,,
748,14,2,5,2018,824.0,,,
728,15,2,5,2018,821.0,,,
741,16,2,5,2018,839.0,,,
716,17,2,5,2018,847.0,,,
726,18,2,5,2018,839.0,,,
725,19,2,5,2018,853.0,,,
693,20,2,5,2018,876.0,,,
744,21,2,5,2018,893.0,,,
718,22,2,5,2018,866.0,,,
674,23,2,5,2018,830.0,,,
612,0,3,5,2018,784.0,,,
579,1,3,5,2018,734.0,,,
569,2,3,5,2018,687.0,,,
529,3,3,5,2018,681.0,,,
519,4,3,5,2018,676.0,,,
520,5,3,5,2018,661.0,,,
522,6,3,5,2018,665.0,,,
556,7,3,5,2018,704.0,,,
591,8,3,5,2018,751.0,,,
648,9,3,5,2018,811.0,,,
683,10,3,5,2018,832.0,,,
698,11,3,5,2018,839.0,,,
699,12,3,5,2018,839.0,,,
682,13,3,5,2018,827.0,,,
669,14,3,5,2018,829.0,,,
667,15,3,5,2018,792.0,,,
698,16,3,5,2018,806.0,,,
706,17,3,5,2018,803.0,,,
706,18,3,5,2018,815.0,,,
699,19,3,5,2018,812.0,,,
719,20,3,5,2018,875.0,,,
749,21,3,5,2018,868.0,,,
745,22,3,5,2018,834.0,,,
680,23,3,5,2018,814.0,,,
617,0,4,5,2018,742.0,,,
574,1,4,5,2018,712.0,,,
541,2,4,5,2018,671.0,,,
512,3,4,5,2018,663.0,,,
509,4,4,5,2018,671.0,,,
506,5,4,5,2018,651.0,,,
496,6,4,5,2018,653.0,,,
571,7,4,5,2018,704.0,,,
617,8,4,5,2018,739.0,,,
656,9,4,5,2018,770.0,,,
688,10,4,5,2018,808.0,,,
706,11,4,5,2018,830.0,,,
676,12,4,5,2018,823.0,,,
663,13,4,5,2018,818.0,,,
662,14,4,5,2018,787.0,,,
656,15,4,5,2018,792.0,,,
675,16,4,5,2018,784.0,,,
640,17,4,5,2018,800.0,,,
641,18,4,5,2018,816.0,,,
618,19,4,5,2018,799.0,,,
701,20,4,5,2018,839.0,,,
714,21,4,5,2018,868.0,,,
713,22,4,5,2018,861.0,,,
653,23,4,5,2018,791.0,,,
608,0,5,5,2018,721.0,,,
555,1,5,5,2018,688.0,,,
528,2,5,5,2018,628.0,,,
534,3,5,5,2018,655.0,,,
523,4,5,5,2018,629.0,,,
524,5,5,5,2018,647.0,,,
507,6,5,5,2018,650.0,,,
540,7,5,5,2018,664.0,,,
603,8,5,5,2018,736.0,,,
674,9,5,5,2018,772.0,,,
717,10,5,5,2018,802.0,,,
710,11,5,5,2018,810.0,,,
726,12,5,5,2018,821.0,,,
703,13,5,5,2018,779.0,,,
706,14,5,5,2018,766.0,,,
704,15,5,5,2018,770.0,,,
729,16,5,5,2018,769.0,,,
730,17,5,5,2018,782.0,,,
707,18,5,5,2018,767.0,,,
714,19,5,5,2018,775.0,,,
696,20,5,5,2018,844.0,,,
744,21,5,5,2018,898.0,,,
734,22,5,5,2018,856.0,,,
651,23,5,5,2018,787.0,,,
621,0,6,5,2018,706.0,,,
585,1,6,5,2018,694.0,,,
584,2,6,5,2018,634.0,,,
544,3,6,5,2018,638.0,,,
526,4,6,5,2018,620.0,,,
525,5,6,5,2018,615.0,,,
497,6,6,5,2018,631.0,,,
509,7,6,5,2018,674.0,,,
540,8,6,5,2018,727.0,,,
623,9,6,5,2018,757.0,,,
657,10,6,5,2018,823.0,,,
687,11,6,5,2018,818.0,,,
688,12,6,5,2018,792.0,,,
686,13,6,5,2018,809.0,,,
681,14,6,5,2018,782.0,,,
647,15,6,5,2018,743.0,,,
671,16,6,5,2018,772.0,,,
664,17,6,5,2018,774.0,,,
657,18,6,5,2018,757.0,,,
653,19,6,5,2018,784.0,,,
678,20,6,5,2018,852.0,,,
718,21,6,5,2018,837.0,,,
703,22,6,5,2018,811.0,,,
652,23,6,5,2018,771.0,,,
634,0,0,5,2018,727.0,,,
579,1,0,5,2018,695.0,,,
546,2,0,5,2018,656.0,,,
517,3,0,5,2018,628.0,,,
523,4,0,5,2018,613.0,,,
554,5,0,5,2018,623.0,,,
535,6,0,5,2018,609.0,,,
527,7,0,5,2018,646.0,,,
555,8,0,5,2018,697.0,,,
606,9,0,5,2018,729.0,,,
655,10,0,5,2018,789.0,,,
660,11,0,5,2018,786.0,,,
668,12,0,5,2018,828.0,,,
667,13,0,5,2018,792.0,,,
680,14,0,5,2018,801.0,,,
673,15,0,5,2018,790.0,,,
672,16,0,5,2018,773.0,,,
673,17,0,5,2018,783.0,,,
671,18,0,5,2018,825.0,,,
682,19,0,5,2018,831.0,,,
698,20,0,5,2018,831.0,,,
717,21,0,5,2018,836.0,,,
725,22,0,5,2018,816.0,,,
696,23,0,5,2018,802.0,,,
622,0,1,5,2018,715.0,,,
589,1,1,5,2018,723.0,,,
561,2,1,5,2018,660.0,,,
547,3,1,5,2018,665.0,,,
539,4,1,5,2018,622.0,,,
516,5,1,5,2018,609.0,,,
512,6,1,5,2018,643.0,,,
